year,ubigeo,population,level
2005,130305,3089,district
2005,130306,1044,district
2005,130400,76982,province
2005,130401,47179,district
2005,130402,17446,district
2005,130403,12357,district
2005,130500,35429,province
2005,130501,14167,district
2005,130502,7064,district
2005,130503,7683,district
2005,130504,6515,district
2005,130600,92828,province
2005,130601,26040,district
2005,130602,10323,district
2005,130604,3349,district
2005,130605,5373,district
2005,130606,754,district
2005,130608,3398,district
2005,130610,720,district
2005,130611,6889,district
2005,130613,8619,district
2005,130614,27363,district
2005,130700,96727,province
2005,130701,16915,district
2005,130702,37343,district
2005,130703,3543,district
2005,130704,27140,district
2005,130705,11786,district
2005,130800,79937,province
2005,130801,14261,district
2005,130802,4062,district
2005,130803,12275,district
2005,130804,6672,district
2005,130805,2176,district
2005,130806,4295,district
2005,130807,1764,district
2005,130808,15900,district
2005,130809,7415,district
2005,130810,1677,district
2005,130811,3032,district
2005,130812,3159,district
2005,130813,3249,district
2005,130900,138458,province
2005,130901,52492,district
2005,130902,17725,district
2005,130903,9052,district
2005,130904,8521,district
2005,130905,15068,district
2005,130906,13151,district
2005,130907,9419,district
2005,130908,13030,district
2005,131000,60592,province
2005,131001,20774,district
2005,131002,6043,district
2005,131003,6658,district
2005,131004,1960,district
2005,131005,2921,district
2005,131006,14750,district
2005,131007,3415,district
2005,131008,4071,district
2005,131100,31876,province
2005,131101,14962,district
2005,131102,5768,district
2005,131103,2686,district
2005,131104,8460,district
2005,131200,71255,province
2005,131201,45229,district
2005,131202,20253,district
2005,131203,5773,district
2005,140000,1150982,region
2005,140100,783549,province
2005,140101,270694,district
2005,140102,18690,district
2005,140103,11482,district
2005,140104,2428,district
2005,140105,164417,district
2005,140106,79606,district
2005,140107,9764,district
2005,140108,31778,district
2005,140109,2623,district
2005,140110,10711,district
2005,140111,9345,district
2005,140112,31565,district
2005,140113,12852,district
2005,140114,11261,district
2005,140115,12798,district
2005,140116,17955,district
2005,140117,21911,district
2005,140118,24097,district
2005,140119,10043,district
2005,140120,29529,district
2005,140200,100077,province
2005,140201,34041,district
2005,140202,13570,district
2005,140203,15276,district
2005,140204,4460,district
2005,140205,19808,district
2005,140206,12922,district
2005,140300,267356,province
2005,140301,64060,district
2005,140302,1352,district
2005,140303,9700,district
2005,140304,15414,district
2005,140305,19011,district
2005,140306,40035,district
2005,140307,25034,district
2005,140308,38043,district
2005,140309,7171,district
2005,140310,13943,district
2005,140311,11867,district
2005,140312,21726,district
2005,150000,8474342,region
2005,150100,7622792,province
2005,150101,322597,district
2005,150102,32290,district
2005,150103,458034,district
2005,150104,36819,district
2005,150105,87701,district
2005,150106,201149,district
2005,150107,42426,district
2005,150108,289211,district
2005,150109,23603,district
2005,150110,498304,district
2005,150111,185305,district
2005,150112,214711,district
2005,150113,70839,district
2005,150114,128306,district
2005,150115,208739,district
2005,150116,59495,district
2005,150117,317895,district
2005,150118,164068,district
2005,150119,60154,district
2005,150120,53756,district
2005,150121,78930,district
2005,150122,90049,district
2005,150123,59093,district
2005,150124,9659,district
2005,150125,215799,district
2005,150126,5547,district
2005,150127,4894,district
2005,150128,188048,district
2005,150129,5591,district
2005,150130,110728,district
2005,150131,62037,district
2005,150132,881770,district
2005,150133,367429,district
2005,150134,56607,district
2005,150135,569815,district
2005,150136,134081,district
2005,150137,181240,district
2005,150138,636,district
2005,150139,9715,district
2005,150140,287788,district
2005,150141,94473,district
2005,150142,377067,district
2005,150143,376394,district
2005,150200,136984,province
2005,150201,61498,district
2005,150202,25713,district
2005,150203,17326,district
2005,150204,20928,district
2005,150205,11519,district
2005,150300,8955,province
2005,150301,3101,district
2005,150302,1089,district
2005,150303,2256,district
2005,150304,1352,district
2005,150305,1157,district
2005,150400,13722,province
2005,150401,3177,district
2005,150402,740,district
2005,150403,1362,district
2005,150404,1015,district
2005,150405,1068,district
2005,150406,544,district
2005,150407,5816,district
2005,150500,201500,province
2005,150501,46079,district
2005,150502,6265,district
2005,150503,2319,district
2005,150504,6905,district
2005,150505,14914,district
2005,150506,1093,district
2005,150507,37159,district
2005,150508,4742,district
2005,150509,27474,district
2005,150510,18832,district
2005,150511,1739,district
2005,150512,13889,district
2005,150513,3669,district
2005,150514,12224,district
2005,150515,2601,district
2005,150516,1596,district
2005,150600,165558,province
2005,150601,89441,district
2005,150602,1125,district
2005,150603,1512,district
2005,150604,16066,district
2005,150605,49112,district
2005,150606,2900,district
2005,150607,582,district
2005,150608,889,district
2005,150609,805,district
2005,150610,1225,district
2005,150611,1293,district
2005,150612,608,district
2005,150700,73924,province
2005,150701,4977,district
2005,150702,1477,district
2005,150703,2130,district
2005,150704,1059,district
2005,150705,7382,district
2005,150706,430,district
2005,150707,1362,district
2005,150708,1727,district
2005,150709,1759,district
2005,150710,929,district
2005,150711,1171,district
2005,150712,1063,district
2005,150713,1511,district
2005,150714,5895,district
2005,150715,1531,district
2005,150716,4429,district
2005,150717,1735,district
2005,150718,1657,district
2005,150719,886,district
2005,150720,517,district
2005,150721,1796,district
2005,150722,5572,district
2005,150723,1984,district
2005,150724,1293,district
2005,150725,280,district
2005,150726,740,district
2005,150727,2428,district
2005,150728,10379,district
2005,150729,615,district
2005,150730,674,district
2005,150731,2608,district
2005,150732,1928,district
2005,150800,200951,province
2005,150801,57234,district
2005,150802,2994,district
2005,150803,6186,district
2005,150804,1486,district
2005,150805,27606,district
2005,150806,31557,district
2005,150807,2122,district
2005,150808,2179,district
2005,150809,1618,district
2005,150810,27425,district
2005,150811,22422,district
2005,150812,18122,district
2005,150900,21052,province
2005,150901,12921,district
2005,150902,1086,district
2005,150903,928,district
2005,150904,1540,district
2005,150905,1094,district
2005,150906,3483,district
2005,151000,28904,province
2005,151001,2647,district
2005,151002,1747,district
2005,151003,1715,district
2005,151004,805,district
2005,151005,654,district
2005,151006,736,district
2005,151007,337,district
2005,151008,1175,district
2005,151009,1082,district
2005,151010,275,district
2005,151011,1543,district
2005,151012,468,district
2005,151013,293,district
2005,151014,945,district
2005,151015,732,district
2005,151016,995,district
2005,151017,496,district
2005,151018,1082,district
2005,151019,762,district
2005,151020,889,district
2005,151021,478,district
2005,151022,711,district
2005,151023,471,district
2005,151024,1139,district
2005,151025,658,district
2005,151026,306,district
2005,151027,450,district
2005,151028,542,district
2005,151029,626,district
2005,151030,1113,district
2005,151031,698,district
2005,151032,1818,district
2005,151033,516,district
2005,160000,917618,region
2005,160100,509941,province
2005,160101,172799,district
2005,160102,2765,district
2005,160103,20193,district
2005,160104,13399,district
2005,160105,11240,district
2005,160106,13847,district
2005,160107,15546,district
2005,160108,77686,district
2005,160109,5894,district
2005,160110,5140,district
2005,160112,71687,district
2005,160113,95996,district
2005,160114,3749,district
2005,160200,108132,province
2005,160201,65552,district
2005,160202,13931,district
2005,160205,4224,district
2005,160206,13970,district
2005,160210,4310,district
2005,160211,6145,district
2005,160300,64348,province
2005,160301,30356,district
2005,160302,7862,district
2005,160303,7529,district
2005,160304,7208,district
2005,160305,11393,district
2005,160400,54260,province
2005,160401,18759,district
2005,160402,13722,district
2005,160403,9685,district
2005,160404,12094,district
2005,160500,68296,province
2005,160501,26739,district
2005,160502,2066,district
2005,160503,4092,district
2005,160504,7272,district
2005,160505,8374,district
2005,160506,5494,district
2005,160507,4773,district
2005,160508,638,district
2005,160509,1075,district
2005,160510,5358,district
2005,160511,2415,district
2005,160600,63210,province
2005,160601,23751,district
2005,160602,2161,district
2005,160603,5448,district
2005,160604,7035,district
2005,160605,16191,district
2005,160606,8624,district
2005,160700,49431,province
2005,160701,12170,district
2005,160702,6866,district
2005,160703,9242,district
2005,160704,5441,district
2005,160705,6488,district
2005,160706,9224,district
2005,170000,105205,region
2005,170100,74977,province
2005,170101,56854,district
2005,170102,7776,district
2005,170103,5541,district
2005,170104,4806,district
2005,170200,19894,province
2005,170201,2585,district
2005,170202,1218,district
2005,170203,8826,district
2005,170204,7265,district
2005,170300,10334,province
2005,170301,1252,district
2005,170302,6417,district
2005,170303,2665,district
2005,180000,162237,region
2005,180100,73136,province
2005,180101,48884,district
2005,180102,4801,district
2005,180103,2047,district
2005,180104,6761,district
2005,180105,3532,district
2005,180106,7111,district
2005,180200,24935,province
2005,180201,3861,district
2005,180202,2189,district
2005,180203,1416,district
2005,180204,3979,district
2005,180205,1703,district
2005,180206,1277,district
2005,180207,1024,district
2005,180208,3233,district
2005,180209,948,district
2005,180210,3875,district
2005,180211,1430,district
2005,180300,64166,province
2005,180301,59048,district
2005,180302,241,district
2005,180303,4877,district
2005,190000,280061,region
2005,190100,152165,province
2005,190101,28890,district
2005,190102,4656,district
2005,190103,8007,district
2005,190104,10620,district
2005,190105,4013,district
2005,190106,4031,district
2005,190107,20438,district
2005,190108,11864,district
2005,190109,14503,district
2005,190110,6389,district
2005,190111,6040,district
2005,190112,2921,district
2005,190113,29793,district
2005,190200,47218,province
2005,190201,14928,district
2005,190202,3994,district
2005,190203,2233,district
2005,190204,2425,district
2005,190205,1697,district
2005,190206,15981,district
2005,190207,3936,district
2005,190208,2024,district
2005,190300,80678,province
2005,190301,14467,district
2005,190302,3166,district
2005,190303,6476,district
2005,190304,8514,district
2005,190305,7501,district
2005,190306,21970,district
2005,190307,18584,district
2005,200000,1694797,region
2005,200100,663947,province
2005,200101,258815,district
2005,200104,122953,district
2005,200105,66987,district
2005,200107,17083,district
2005,200108,4908,district
2005,200109,35046,district
2005,200110,36073,district
2005,200111,27997,district
2005,200114,94085,district
